cmc_id,symbol,name,sector,peak_mcap,last_mcap,n_months,first_m,last_m,dl_chain,map_via,chain_dex_30d,mat_ratio,rung,rung_reason
1429,LEVO,Levocoin,,121489.96942011,480.07356617,4,2016-10-31,2017-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
859,LOG,Woodcoin,Gamified Mining,32860079.66620476,7259894.31588589,36,2015-12-31,2022-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
82,LOT,LottoCoin,,556861.85100542,556861.85100542,29,2015-08-31,2017-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1214,LSK,Lisk,DePIN;Layer-2;RWA;Smart Contract Platform,3096919606.336709,24625570.51604627,121,2016-05-31,2026-05-31,Lisk,cmcId,749000.0,0.030415538982617438,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0304>= 0.01)
2,LTC,Litecoin,Chain;Layer-1;Payments;Privacy,18101057211.0694,4016302969.102672,130,2015-08-31,2026-05-31,Litecoin,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
592,LTCD,LitecoinDark,,27137.12734593,25199.87767698,6,2015-08-31,2016-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3714,LTO,LTO Network,NFT;Layer-1;RWA,225130843.16906253,23484239.08911062,70,2019-06-30,2025-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
510,LXC,Librexcoin,,254474.00060725,159322.95847922,15,2015-08-31,2016-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
27622,LYX,LUKSO,NFT;Gaming;Identity;Layer-1;Metaverse;Smart Contract Platform,272141968.97166955,18063361.24778687,28,2023-08-31,2025-11-30,LUKSO,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
35491,M,MemeCore,Dexs;Foundation;Layer-1;Meme,4113735210.411482,3885900858.858295,11,2025-07-31,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
2474,MAN,Matrix AI Network,AI/Big Data;NFT;DePIN;Gaming;Identity;IoT;Layer-1;Metaverse;Smart Contract Platform,138998213.41037744,16329062.61510827,55,2018-03-31,2024-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1548,MAR,Marijuanacoin,,367141.7194906,145001.03160376,13,2017-02-28,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
154,MARS,Marscoin,Derivatives;Lending;Yield,5652523.16599363,5652523.16599363,14,2016-02-29,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3890,MATIC,Polygon,Layer-2;Modular Blockchain;Zero Knowledge,18101393667.242226,520572772.3693127,69,2019-05-31,2025-02-28,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
128,MAX,Maxcoin,Algo-Stables;Dexs,8016793.67375925,1147347.86233009,37,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
164,MAZA,MAZA,,4678568.23936848,446319.20663975,36,2015-08-31,2018-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3507,MBC,MicroBitcoin,Payments,17333963.79706274,5572410.24431829,14,2019-09-30,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
867,MCZ,MangoCoinz,,43094.04988298,1707.89322635,17,2015-08-31,2016-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
37,MEC,Megacoin,,9858337.71431746,385773.92963121,36,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
688,MED,MediterraneanCoin,,8137609.57751344,8137609.57751344,23,2015-08-31,2017-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1191,MEME,Memetic / PepeCoin,Dexs;Farm;Meme,16548481.32001447,6701408.69902936,49,2016-03-31,2023-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2896,MFT,Mainframe,Smart Contract Platform,266152629.5003,64764290.347267,62,2018-07-31,2023-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
8646,MINA,Mina,Privacy;Zero Knowledge,1402044850.1023662,71499672.18806636,60,2021-06-30,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
141,MINT,MintCoin,Farm;Launchpad,46479914.99400229,11258534.51170789,49,2015-08-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2608,MITH,Mithril,Smart Contract Platform,346559656.12645614,13438226.8404133,57,2018-03-31,2022-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
81,MMC,Memorycoin,,119624.74506104,31700.337451,13,2015-08-31,2016-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1283,MNM,Mineum,,611606.72482902,203513.17540949,21,2016-06-30,2018-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2763,MNW,Morpheus.Network,Payments,179487625.92043495,16458360.79737686,50,2020-11-30,2024-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2139,MNX,MinexCoin,,80507322.87783925,265151.9245777,26,2017-11-30,2019-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2403,MOAC,MOAC,Smart Contract Platform,140756385.53461137,2853194.62452277,31,2018-06-30,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1141,MOIN,Moin,,3091001.01901203,70023.21322814,17,2017-02-28,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1212,MOJO,MojoCoin,,942735.75650656,60240.5879431,25,2016-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
30495,MON,Monad,Gaming;Layer-1;Smart Contract Platform,321416398.50501424,281416660.3965319,7,2025-11-30,2026-05-31,Monad,cmcId,1206617880.0,4.287656168969554,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=4.2877>= 0.01)
213,MONA,MonaCoin,Payments;Meme,570692295.9262041,15282310.58654599,116,2015-08-31,2025-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
89,MOON,Mooncoin,Dexs,58645181.12541285,6435081.51169253,51,2015-08-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
32452,MOVE,Movement,Bridge;Chain;NFT Marketplace;Yield;Layer-1;Layer-2,1930501409.684184,58331547.79671997,18,2024-12-31,2026-05-31,Movement,cmcId,8486170.0,0.14548165307688243,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.1455>= 0.01)
9285,MOVR,Moonriver,Interoperability;Layer-1;Smart Contract Platform,802993734.8579122,19581994.84777415,57,2021-09-30,2026-05-31,Moonriver,cmcId,630966.0,0.0322217427236082,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0322>= 0.01)
1814,MRX,Metrix Coin,Smart Contract Platform,24339943.11016094,13231306.7258464,35,2018-06-30,2021-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1947,MTH,Monetha,Smart Contract Platform,68128078.11243734,3268065.34085082,54,2017-09-30,2022-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
706,MUE,MonetaryUnit,,44773972.06520877,773653.14663624,44,2016-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1577,MUSIC,Musicoin,,27464757.14362612,526511.40667645,28,2017-03-31,2019-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5031,MWC,MimbleWimbleCoin,Privacy,414011512.3939708,162251879.1942091,51,2020-04-30,2025-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3115,MXM,Maximine Coin,DePIN,229364681.213188,21449840.73353237,15,2018-12-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1266,MXT,MarteXcoin,,9425735.78534257,7224.57883392,28,2016-06-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
377,NAV,Navcoin,Payments;Privacy,200156349.77613875,6620506.46650126,87,2015-08-31,2023-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6535,NEAR,NEAR Protocol,Canonical Bridge;AI/Big Data;Layer-1;Modular Blockchain,8803998507.421034,3012344997.2823567,67,2020-10-31,2026-05-31,Near,cmcId,3256570681.0,1.0810749379430231,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=1.0811>= 0.01)
1376,NEO,Neo,Smart Contract Platform,9474259796.14257,191706816.3230944,116,2016-10-31,2026-05-31,NEO,cmcId,781656.0,0.004077351108281046,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
75,NET,NetCoin,,1916842.79063432,609223.5782803,34,2015-08-31,2018-07-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3829,NEX,Nash,DEX;Interoperability;Layer-2;Yield,103225058.4159028,8247236.68580692,52,2019-05-31,2023-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
39965,NEX,Nexus,Layer-1;Zero Knowledge,209357945.32782,209357945.32782,1,2026-05-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
28778,NFP,NFPrompt,NFT Marketplace;AI/Big Data;Payments,226260986.4587378,15323901.94247074,24,2023-12-31,2025-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2916,NIM,Nimiq,,88848177.30129454,16020920.09238699,52,2020-07-31,2025-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2991,NIX,NIX,CeDeFi;Privacy,24285560.49660222,5191077.0950084,31,2018-10-31,2021-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
797,NKA,IncaKoin,,6458818.00669324,1154147.06003202,29,2016-01-31,2018-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2780,NKN,NKN,DePIN;IoT,403338643.8058794,14255316.68525714,89,2018-06-30,2025-10-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1382,NLC2,NoLimitCoin,,96835733.65700115,3345491.05289849,45,2016-09-30,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
254,NLG,Gulden,,96338088.11431186,10920716.24313548,72,2015-08-31,2021-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3,NMC,Namecoin,,58203366.50466918,12776229.7585238,114,2015-08-31,2026-04-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
117,NOBL,NobleCoin,,4239862.25582397,264200.13576683,36,2015-08-31,2018-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
4191,NOIA,Synternet,IoT,294332513.53498834,15733768.24578366,46,2020-12-31,2024-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
184,NOTE,DNotes,Lending;Leveraged Farming;RWA,14977848.24516777,3320.53561974,54,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3218,NRG,Energi,Dexs;Staking Pool,167432331.4094528,18931399.81648982,58,2018-11-30,2024-02-29,Energi,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
272,NRS,NoirShares,,214772.87058019,192424.46171312,11,2015-09-30,2016-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3200,NSD,Nasdacoin,,29226673.20526312,1307484.50399761,22,2018-11-30,2020-08-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2714,NTY,Nexty,,38054546.03646942,4133609.36039736,27,2018-07-31,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2092,NULS,NULS,Chain,166197299.9572752,26823651.43797206,87,2017-12-31,2025-02-28,Nuls,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
6,NVC,Novacoin,,15727004.3489116,2710484.95725899,56,2015-08-31,2020-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
789,NXS,Nexus,,276452696.4669945,4924003.34002191,93,2015-08-31,2023-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
66,NXT,Nxt,,705236885.0249863,4468604.36071224,78,2015-08-31,2023-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
120,NYAN,Nyancoin,Farm;Yield,1262088.0752514,887778.95612707,31,2015-08-31,2018-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
298,NYC,NewYorkCoin,Payments,21723090.11050198,2926020.63584025,35,2017-05-31,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
22265,OAS,Oasys,Dexs;Gaming;NFT;Layer-1,239557836.30986,25213517.89396663,22,2024-01-31,2025-10-31,Oasys,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1838,OCT,OracleChain,Restaking,24700005.05447388,341167.9409133,29,2017-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2631,ODE,ODEM,Smart Contract Platform,82897990.77035841,3157495.50886152,31,2018-06-30,2021-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
760,OK,OKCash,,41004423.25017753,2543060.8851027,61,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
83,OMNI,Omni,Chain;Dexs,51403616.61726801,1731082.76547005,58,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3945,ONE,Harmony,Dexs;Layer-1;Smart Contract Platform,3269079045.204865,28415247.87241228,83,2019-06-30,2026-05-31,Harmony,cmcId,75718.0,0.0026646960934489294,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
3217,ONG,Ontology Gas,Layer-1,336731337.11990285,28896836.88889857,62,2021-04-30,2026-05-31,OntologyEVM,cmcId,0.0,0.0,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1881,ONION,DeepOnion,Privacy,38580437.5307123,7630988.85361986,38,2017-08-31,2021-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2566,ONT,Ontology,Gaming;Identity;Layer-1;Metaverse,1507098994.5046537,51962934.59162428,99,2018-03-31,2026-05-31,Ontology,cmcId,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
597,OPAL,Opal,,925572.86827184,59495.9324816,12,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
80,ORB,Orbitcoin,CDP;Dexs;Lending,1889534.54656491,499376.75015202,35,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
3850,OTO,OTOCASH,Payments,12410489.59897049,3312772.52136817,19,2019-09-30,2022-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2748,OXEN,Oxen,Privacy,102625679.46113785,8920200.17068423,61,2018-11-30,2023-12-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1107,PAC,PAC Protocol,DEX;Storage,181002194.9852912,4013869.31530803,53,2017-12-31,2022-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1066,PAK,Pakcoin,,977515.98408222,538533.98157404,28,2016-04-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1826,PART,Particl,Privacy,244165124.84617808,4119777.64544789,75,2017-07-31,2023-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1473,PASC,Pascal,,44056509.5254183,1290294.78155404,43,2017-01-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
14588,PEAQ,peaq,Chain;DePIN;Layer-1,342518196.0264001,67010183.58292768,18,2024-12-31,2026-05-31,Peaq,cmcId,2349827.0,0.03506671485375053,R1,DeFiLlama chain DEX non-degenerate (30d vol/mcap=0.0351>= 0.01)
6841,PHA,Phala Network,AI Agents;AI/Big Data;DePIN;Gaming;Interoperability;Layer-2;Metaverse;Modular Blockchain;Privacy;Smart Contract Platform;Zero Knowledge,303345912.7347703,32593478.94968546,60,2021-06-30,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2838,PI,Plian,Interoperability;Smart Contract Platform,45568317.38400129,5288694.70438169,15,2020-11-30,2023-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
35697,PI,Pi,Layer-1,14323154551.91397,1577548613.983101,16,2025-02-28,2026-05-31,,,,,GAP-R2,"degenerate/unmapped on DeFiLlama; Rung-2 Artemis Settlement Volume is the theoretically-correct source but is PAID-ONLY (Lite tier = Terminal/Sheets only, no REST API). Rung-3 native full-history infeasible. -> material coverage GAP pending human decision"
386,PIGGY,Piggycoin,CDP;Yield,1477577.38735066,616220.13259313,24,2016-04-30,2018-03-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
64,PIN,Public Index Network,,29537937.10394042,7143606.45579479,68,2015-08-31,2021-06-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
313,PINK,Pinkcoin,,20692275.75526825,1162656.39239552,52,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1169,PIVX,PIVX,Payments;Privacy;Zero Knowledge,574347609.4002097,12549261.08662977,113,2016-03-31,2026-01-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
934,PKB,ParkByte,,6310354.79696576,17766.01392142,30,2015-11-30,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
35364,PLUME,Plume,Chain;Layer-1;RWA,380586071.1119095,73993061.24249876,15,2025-03-31,2026-05-31,Plume Mainnet,cmcId,49671.0,0.0006712926748254456,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
161,PND,Pandacoin,,19798042.67350619,899436.26328627,40,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2359,POLIS,Polis,,13966900.61073289,6529172.71828966,15,2019-11-30,2021-01-31,Polis,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
20362,POLYX,Polymesh,Layer-1;RWA,559476979.5003945,51872654.76395721,41,2023-01-31,2026-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
275,POP,PopularCoin,,2080531.69914262,142364.96173545,34,2015-10-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1218,POST,PostCoin,,639941.47332108,24916.1416433,17,2016-12-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
122,POT,PotCoin,,89581131.51694852,6521076.95765394,60,2015-08-31,2021-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
5,PPC,Peercoin,Payments,109857992.78899644,12774638.43763848,107,2015-08-31,2025-02-28,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
2036,PPP,PayPie,Smart Contract Platform,192633392.21477503,716886.39366383,26,2017-10-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
1555,PRC,PRCoin,,310102.10490227,19084.03087906,11,2017-03-31,2018-02-28,Ergo,cmcId,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
100,PRT,Particle,CDP,50624.55326709,12973.72435401,9,2015-09-30,2016-09-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
151,PTC,Pesetacoin,CDP;Derivatives,13017508.61976603,279624.55225734,39,2015-08-31,2020-11-30,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
870,PURA,Pura,,113761778.87972608,1805165.52880031,39,2015-08-31,2019-05-31,,,,,NaN,"degenerate/unmapped on DeFiLlama, non-material (peak mcap<$1B); no free transacted-value source -> PQ=NaN (expected, flagged)"
